transport_id,order_id,origin,destination,transport_mode,distance_km,planned_days,actual_days,transport_cost,status
TRS-01100,ORD-01325,黑龙江多宝山,长春,铁路,539.9,2,2,26112.55,已送达
TRS-01101,ORD-01326,新疆阿勒泰,石家庄,铁路,3472.4,7,7,87645.00,已送达
TRS-01102,ORD-01328,福建上杭,东莞,水运,1206.6,5,5,20986.08,已送达
TRS-01103,ORD-01329,贵州贞丰,武汉,铁路,1011.4,4,5,46373.59,已送达
TRS-01104,ORD-01330,河南洛阳,乌鲁木齐,铁路,3770.3,7,8,77036.08,已送达
TRS-01105,ORD-01331,黑龙江多宝山,哈尔滨,公路,358.1,1,1,17479.73,已送达
TRS-01106,ORD-01333,福建上杭,汕头,公路,733.6,2,2,28367.04,已送达
TRS-01107,ORD-01334,新疆阿勒泰,太原,铁路,3156.8,6,7,97295.85,已送达
TRS-01108,ORD-01335,贵州贞丰,贵阳,公路,287.5,1,1,12530.86,已送达
TRS-01109,ORD-01337,福建上杭,珠海,水运,1022.3,5,5,26969.22,已送达
TRS-01110,ORD-01338,河南洛阳,西宁,铁路,1473.9,4,5,50260.91,已送达
TRS-01111,ORD-01339,福建上杭,温州,公路,597.4,2,2,30069.15,已送达
TRS-01112,ORD-01340,黑龙江多宝山,大连,铁路,827.8,3,4,39279.53,已送达
TRS-01113,ORD-01341,新疆阿勒泰,呼和浩特,铁路,2877.4,6,6,71270.39,已送达
TRS-01114,ORD-01342,贵州贞丰,南宁,铁路,876.1,3,3,37312.26,已送达
TRS-01115,ORD-01343,福建上杭,宁波,水运,748.5,4,4,22264.82,已送达
TRS-01116,ORD-01345,河南洛阳,郑州,公路,154.6,1,1,9407.79,已送达
TRS-01117,ORD-01346,贵州贞丰,成都,公路,638.5,2,3,26053.64,已送达
TRS-01118,ORD-01348,黑龙江多宝山,长春,铁路,706.6,2,2,29424.10,已送达
TRS-01119,ORD-01349,新疆阿勒泰,兰州,铁路,2584.9,6,8,70059.90,延误
TRS-01120,ORD-01350,福建上杭,厦门,公路,279.6,1,1,10390.87,已送达
TRS-01121,ORD-01351,福建上杭,上海,水运,978.6,5,5,22035.97,已送达
TRS-01122,ORD-01352,新疆阿勒泰,北京,铁路,3113.1,7,7,85264.40,已送达
TRS-01123,ORD-01354,福建上杭,广州,水运,1277.1,5,6,23597.21,已送达
TRS-01124,ORD-01355,福建上杭,南京,公路,883.6,3,3,47134.00,已送达
TRS-01125,ORD-01356,黑龙江多宝山,沈阳,铁路,840.1,3,4,37218.27,已送达
TRS-01126,ORD-01357,河南洛阳,西安,铁路,488.1,2,2,21310.70,已送达
TRS-01127,ORD-01358,福建上杭,杭州,公路,926.3,3,3,38778.31,已送达
TRS-01128,ORD-01360,福建上杭,深圳,水运,936.8,5,5,24558.25,已送达
TRS-01129,ORD-01361,贵州贞丰,重庆,公路,542.6,2,2,19718.58,已送达
TRS-01130,ORD-01362,福建上杭,合肥,铁路,775.1,3,3,37705.64,已送达
TRS-01131,ORD-01363,福建上杭,佛山,水运,1265.5,5,6,22551.02,已送达
TRS-01132,ORD-01365,黑龙江多宝山,哈尔滨,公路,301.1,1,1,15920.97,已送达
TRS-01133,ORD-01366,新疆阿勒泰,石家庄,铁路,3009.3,7,8,101634.88,已送达
TRS-01134,ORD-01367,福建上杭,苏州,公路,827.8,3,3,46159.47,已送达
TRS-01135,ORD-01368,贵州贞丰,昆明,公路,506.3,2,2,24671.43,已送达
TRS-01136,ORD-01369,福建上杭,汕头,水运,714.7,4,4,15567.30,已送达
TRS-01137,ORD-01370,福建上杭,无锡,公路,1120.5,3,3,48610.08,已送达
TRS-01138,ORD-01371,福建上杭,上海,水运,776.2,5,5,23578.72,已送达
TRS-01139,ORD-01373,新疆阿勒泰,天津,铁路,3958.7,7,7,109330.47,已送达
TRS-01140,ORD-01374,贵州贞丰,贵阳,公路,317.1,1,1,11738.86,已送达
TRS-01141,ORD-01376,河南洛阳,银川,铁路,1377.3,4,5,50606.54,已送达
TRS-01142,ORD-01377,福建上杭,温州,公路,710.1,2,2,28615.04,运输中
TRS-01143,ORD-01378,福建上杭,东莞,水运,1123.7,5,5,24161.21,已送达
TRS-01144,ORD-01379,新疆阿勒泰,太原,铁路,3000.2,6,7,78426.61,已送达
TRS-01145,ORD-01380,福建上杭,苏州,公路,863.3,3,3,48008.42,已送达
TRS-01146,ORD-01381,黑龙江多宝山,大连,铁路,1050.7,3,3,40189.54,已送达
TRS-01147,ORD-01382,贵州贞丰,南宁,铁路,844.0,3,4,31433.50,已送达
TRS-01148,ORD-01384,福建上杭,珠海,水运,1148.6,5,5,25201.51,已送达
TRS-01149,ORD-01385,河南洛阳,乌鲁木齐,铁路,3050.2,7,9,80953.58,延误
TRS-01150,ORD-01386,新疆阿勒泰,呼和浩特,铁路,2261.5,6,6,86325.72,已送达
TRS-01151,ORD-01387,福建上杭,上海,公路,950.7,3,3,40229.50,已送达
TRS-01152,ORD-01388,贵州贞丰,成都,公路,650.2,2,2,31859.13,已送达
TRS-01153,ORD-01390,福建上杭,厦门,公路,275.2,1,1,13451.56,已送达
TRS-01154,ORD-01391,福建上杭,杭州,水运,742.7,4,4,22184.96,已送达
TRS-01155,ORD-01392,新疆阿勒泰,北京,铁路,3152.1,7,7,98911.06,已送达
TRS-01156,ORD-01394,福建上杭,广州,水运,1177.1,5,5,28866.19,已送达
TRS-01157,ORD-01395,贵州贞丰,重庆,公路,467.3,2,2,24542.12,已送达
TRS-01158,ORD-01396,黑龙江多宝山,沈阳,铁路,858.3,3,3,35863.42,已送达
TRS-01159,ORD-01397,福建上杭,合肥,公路,1031.5,3,3,39318.28,已送达
TRS-01160,ORD-01398,新疆阿勒泰,石家庄,铁路,2987.2,7,8,85953.94,已送达
TRS-01161,ORD-01399,福建上杭,深圳,水运,1151.2,5,5,22090.67,已送达
TRS-01162,ORD-01400,贵州贞丰,昆明,公路,644.3,2,2,27735.34,已送达
TRS-01163,ORD-01401,福建上杭,上海,公路,854.4,3,3,41554.12,已送达
TRS-01164,ORD-01402,福建上杭,广州,铁路,1238.8,4,4,42793.47,已送达
TRS-01165,ORD-01403,新疆阿勒泰,北京,铁路,3008.6,7,8,89286.60,已送达
TRS-01166,ORD-01404,贵州贞丰,成都,公路,581.4,2,2,24452.34,运输中
TRS-01167,ORD-01405,福建上杭,南京,水运,859.9,5,5,20277.60,已送达
TRS-01168,ORD-01406,新疆阿勒泰,兰州,铁路,3052.7,6,7,87137.46,已送达
TRS-01169,ORD-01408,福建上杭,杭州,公路,1068.6,3,3,37605.75,已送达
TRS-01170,ORD-01409,黑龙江多宝山,沈阳,铁路,864.1,3,3,29546.43,已送达
TRS-01171,ORD-01410,河南洛阳,北京,公路,683.8,2,3,40257.04,已送达
TRS-01172,ORD-01412,贵州贞丰,重庆,公路,506.8,2,2,19449.23,已送达
TRS-01173,ORD-01413,福建上杭,上海,水运,975.9,5,6,23512.50,已送达
TRS-01174,ORD-01414,新疆阿勒泰,天津,铁路,4083.8,7,9,88248.02,延误
TRS-01175,ORD-01415,河南洛阳,西安,公路,453.7,2,2,22773.62,已送达
TRS-01176,ORD-01416,福建上杭,合肥,公路,894.1,3,3,41143.84,已送达
TRS-01177,ORD-01418,福建上杭,深圳,水运,1164.1,5,5,22496.58,已送达
TRS-01178,ORD-01419,贵州贞丰,昆明,公路,483.8,2,2,28543.58,已送达
TRS-01179,ORD-01421,福建上杭,苏州,公路,885.9,3,4,41327.66,已送达
TRS-01180,ORD-01422,福建上杭,佛山,铁路,1227.8,4,4,33698.30,已送达
TRS-01181,ORD-01423,新疆阿勒泰,银川,铁路,1960.8,5,6,75387.10,已送达
TRS-01182,ORD-01424,福建上杭,无锡,公路,1125.3,3,3,45566.33,已送达
TRS-01183,ORD-01425,黑龙江多宝山,长春,铁路,591.4,2,2,23531.12,已送达
TRS-01184,ORD-01426,新疆阿勒泰,石家庄,铁路,3297.5,7,7,99026.96,已送达
TRS-01185,ORD-01428,福建上杭,东莞,水运,1135.8,5,5,21653.74,已送达
TRS-01186,ORD-01429,贵州贞丰,武汉,铁路,1135.3,4,5,45188.56,已送达
TRS-01187,ORD-01430,河南洛阳,乌鲁木齐,铁路,3258.7,7,8,80169.50,已送达
TRS-01188,ORD-01431,黑龙江多宝山,哈尔滨,公路,389.3,1,1,15819.00,已送达
TRS-01189,ORD-01433,福建上杭,汕头,公路,658.1,2,2,27015.69,已送达
TRS-01190,ORD-01434,新疆阿勒泰,太原,铁路,2663.8,6,7,100193.41,已送达
TRS-01191,ORD-01435,贵州贞丰,贵阳,公路,257.0,1,1,10468.09,已送达
TRS-01192,ORD-01437,福建上杭,珠海,水运,1212.5,5,5,21301.77,已送达
TRS-01193,ORD-01438,河南洛阳,西宁,铁路,1630.1,4,5,49373.74,已送达
TRS-01194,ORD-01439,福建上杭,温州,公路,648.9,2,2,30163.14,已送达
TRS-01195,ORD-01440,黑龙江多宝山,大连,铁路,1050.3,3,4,36740.77,已送达
TRS-01196,ORD-01441,新疆阿勒泰,呼和浩特,铁路,2630.4,6,6,67411.97,已送达
TRS-01197,ORD-01442,贵州贞丰,南宁,铁路,857.9,3,3,33454.69,已送达
TRS-01198,ORD-01443,福建上杭,宁波,水运,640.3,4,4,19356.20,已送达
TRS-01199,ORD-01445,河南洛阳,郑州,公路,153.2,1,1,6989.29,已送达
TRS-01200,ORD-01446,贵州贞丰,成都,公路,698.0,2,3,30123.86,已送达
TRS-01201,ORD-01448,黑龙江多宝山,长春,铁路,552.7,2,2,24535.97,已送达
TRS-01202,ORD-01449,新疆阿勒泰,兰州,铁路,2768.6,6,8,87359.36,延误
TRS-01203,ORD-01450,福建上杭,厦门,公路,281.0,1,1,11546.80,已送达
TRS-01204,ORD-01451,福建上杭,上海,水运,724.6,5,5,24455.73,已送达
TRS-01205,ORD-01452,新疆阿勒泰,北京,铁路,4018.5,7,7,83794.09,已送达
TRS-01206,ORD-01454,福建上杭,广州,水运,1066.0,5,6,24785.54,已送达
TRS-01207,ORD-01455,福建上杭,南京,公路,760.8,3,3,34450.12,已送达
TRS-01208,ORD-01456,黑龙江多宝山,沈阳,铁路,923.5,3,4,30110.34,已送达
TRS-01209,ORD-01457,河南洛阳,西安,铁路,481.4,2,2,18716.70,已送达
TRS-01210,ORD-01458,福建上杭,杭州,公路,1052.3,3,3,36373.60,已送达
TRS-01211,ORD-01460,福建上杭,深圳,水运,1169.8,5,5,26253.63,已送达
TRS-01212,ORD-01461,贵州贞丰,重庆,公路,419.7,2,2,24624.16,已送达
TRS-01213,ORD-01462,福建上杭,合肥,铁路,928.4,3,3,32932.03,已送达
TRS-01214,ORD-01463,福建上杭,佛山,水运,1338.9,5,6,27112.45,已送达
TRS-01215,ORD-01465,黑龙江多宝山,哈尔滨,公路,365.5,1,1,13397.95,已送达
TRS-01216,ORD-01466,新疆阿勒泰,石家庄,铁路,3030.0,7,8,94606.54,已送达
TRS-01217,ORD-01467,福建上杭,苏州,公路,1056.3,3,3,39114.13,已送达
TRS-01218,ORD-01468,贵州贞丰,昆明,公路,489.6,2,2,28742.64,已送达
TRS-01219,ORD-01469,福建上杭,汕头,水运,760.1,4,4,17605.31,已送达
TRS-01220,ORD-01470,福建上杭,无锡,公路,854.4,3,3,48049.58,已送达
TRS-01221,ORD-01471,福建上杭,上海,水运,1002.9,5,5,24364.98,已送达
TRS-01222,ORD-01473,新疆阿勒泰,天津,铁路,4072.4,7,7,111429.33,已送达
TRS-01223,ORD-01474,贵州贞丰,贵阳,公路,261.7,1,1,13826.17,已送达
TRS-01224,ORD-01476,河南洛阳,银川,铁路,1064.0,4,5,50918.59,已送达
TRS-01225,ORD-01477,福建上杭,温州,公路,757.7,2,2,34692.32,运输中
TRS-01226,ORD-01478,福建上杭,东莞,水运,898.8,5,5,25853.71,已送达
TRS-01227,ORD-01479,新疆阿勒泰,太原,铁路,3157.7,6,7,95141.60,已送达
TRS-01228,ORD-01480,福建上杭,苏州,公路,989.7,3,3,37798.72,已送达
TRS-01229,ORD-01481,黑龙江多宝山,大连,铁路,942.8,3,3,35488.62,已送达
TRS-01230,ORD-01482,贵州贞丰,南宁,铁路,792.8,3,4,28655.17,已送达
TRS-01231,ORD-01484,福建上杭,珠海,水运,948.3,5,5,24429.61,已送达
TRS-01232,ORD-01485,河南洛阳,乌鲁木齐,铁路,3368.8,7,9,103224.35,延误
TRS-01233,ORD-01486,新疆阿勒泰,呼和浩特,铁路,2222.3,6,6,81206.03,已送达
TRS-01234,ORD-01487,福建上杭,上海,公路,978.3,3,3,50625.99,已送达
TRS-01235,ORD-01488,贵州贞丰,成都,公路,605.6,2,2,27563.45,已送达
TRS-01236,ORD-01490,福建上杭,厦门,公路,247.6,1,1,11419.68,已送达
TRS-01237,ORD-01491,福建上杭,杭州,水运,734.4,4,4,22677.98,已送达
TRS-01238,ORD-01492,新疆阿勒泰,北京,铁路,3488.1,7,7,87502.79,已送达
TRS-01239,ORD-01494,福建上杭,广州,水运,1109.1,5,5,29915.52,已送达
TRS-01240,ORD-01495,贵州贞丰,重庆,公路,500.6,2,2,20654.39,已送达
TRS-01241,ORD-01496,黑龙江多宝山,沈阳,铁路,854.2,3,3,29809.38,已送达
TRS-01242,ORD-01497,福建上杭,合肥,公路,846.2,3,3,39689.20,已送达
TRS-01243,ORD-01498,新疆阿勒泰,石家庄,铁路,3407.6,7,8,105308.44,已送达
TRS-01244,ORD-01499,福建上杭,深圳,水运,973.5,5,5,22253.20,已送达
TRS-01245,ORD-01500,贵州贞丰,昆明,公路,536.4,2,2,22967.44,已送达
TRS-01246,ORD-01501,福建上杭,上海,公路,946.7,3,3,46958.04,已送达
TRS-01247,ORD-01502,福建上杭,广州,铁路,1140.3,4,4,44349.69,已送达
TRS-01248,ORD-01503,新疆阿勒泰,北京,铁路,3802.2,7,8,104757.83,已送达
TRS-01249,ORD-01504,贵州贞丰,成都,公路,573.7,2,2,32724.92,运输中
TRS-01250,ORD-01505,福建上杭,南京,水运,830.9,5,5,23825.56,已送达
TRS-01251,ORD-01506,新疆阿勒泰,兰州,铁路,2958.9,6,7,93396.44,已送达
TRS-01252,ORD-01508,福建上杭,杭州,公路,887.1,3,3,35952.25,已送达
TRS-01253,ORD-01509,黑龙江多宝山,沈阳,铁路,690.7,3,3,29184.22,已送达
TRS-01254,ORD-01510,河南洛阳,北京,公路,672.4,2,3,33871.04,已送达
TRS-01255,ORD-01512,贵州贞丰,重庆,公路,430.9,2,2,20373.43,已送达
TRS-01256,ORD-01513,福建上杭,上海,水运,887.3,5,6,18095.32,已送达
TRS-01257,ORD-01514,新疆阿勒泰,天津,铁路,3807.4,7,9,96556.17,延误
TRS-01258,ORD-01515,河南洛阳,西安,公路,545.5,2,2,22107.55,已送达
TRS-01259,ORD-01516,福建上杭,合肥,公路,812.6,3,3,38135.56,已送达
TRS-01260,ORD-01518,福建上杭,深圳,水运,944.8,5,5,23729.95,已送达
TRS-01261,ORD-01519,贵州贞丰,昆明,公路,555.8,2,2,29649.54,已送达
TRS-01262,ORD-01521,福建上杭,苏州,公路,1019.0,3,4,38549.98,已送达
TRS-01263,ORD-01522,福建上杭,佛山,铁路,1293.1,4,4,35799.88,已送达
TRS-01264,ORD-01523,新疆阿勒泰,银川,铁路,1959.0,5,6,70765.78,已送达
TRS-01265,ORD-01524,福建上杭,无锡,公路,929.9,3,3,43376.81,已送达
TRS-01266,ORD-01525,黑龙江多宝山,长春,铁路,673.6,2,2,28302.10,已送达
TRS-01267,ORD-01526,新疆阿勒泰,石家庄,铁路,3695.3,7,7,98228.49,已送达
TRS-01268,ORD-01528,福建上杭,东莞,水运,1096.7,5,5,24624.53,已送达
TRS-01269,ORD-01529,贵州贞丰,武汉,铁路,1047.9,4,5,45444.97,已送达
TRS-01270,ORD-01530,河南洛阳,乌鲁木齐,铁路,2798.1,7,8,100122.88,已送达
TRS-01271,ORD-01531,黑龙江多宝山,哈尔滨,公路,386.4,1,1,17114.41,已送达
TRS-01272,ORD-01533,福建上杭,汕头,公路,569.0,2,2,27323.58,已送达
TRS-01273,ORD-01534,新疆阿勒泰,太原,铁路,3612.5,6,7,94204.73,已送达
TRS-01274,ORD-01535,贵州贞丰,贵阳,公路,264.8,1,1,13981.01,已送达
TRS-01275,ORD-01537,福建上杭,珠海,水运,1236.2,5,5,25546.86,已送达
TRS-01276,ORD-01538,河南洛阳,西宁,铁路,1461.9,4,5,56798.87,已送达
TRS-01277,ORD-01539,福建上杭,温州,公路,797.4,2,2,32892.90,已送达
TRS-01278,ORD-01540,黑龙江多宝山,大连,铁路,869.9,3,4,35988.77,已送达
TRS-01279,ORD-01541,新疆阿勒泰,呼和浩特,铁路,2443.1,6,6,82343.74,已送达
TRS-01280,ORD-01542,贵州贞丰,南宁,铁路,872.9,3,3,29339.46,已送达
TRS-01281,ORD-01543,福建上杭,宁波,水运,685.3,4,4,21273.50,已送达
TRS-01282,ORD-01545,河南洛阳,郑州,公路,174.9,1,1,7992.22,已送达
TRS-01283,ORD-01546,贵州贞丰,成都,公路,723.6,2,3,32763.72,已送达
TRS-01284,ORD-01548,黑龙江多宝山,长春,铁路,705.6,2,2,24092.95,已送达
TRS-01285,ORD-01549,新疆阿勒泰,兰州,铁路,2605.4,6,8,92752.41,延误
TRS-01286,ORD-01550,福建上杭,厦门,公路,294.2,1,1,12797.76,已送达
TRS-01287,ORD-01551,福建上杭,上海,水运,726.2,5,5,23207.73,已送达
TRS-01288,ORD-01552,新疆阿勒泰,北京,铁路,3030.7,7,7,95001.71,已送达
TRS-01289,ORD-01554,福建上杭,广州,水运,1202.0,5,6,27456.49,已送达
TRS-01290,ORD-01555,福建上杭,南京,公路,789.8,3,3,42400.48,已送达
TRS-01291,ORD-01556,黑龙江多宝山,沈阳,铁路,726.1,3,4,32569.76,已送达
TRS-01292,ORD-01557,河南洛阳,西安,铁路,612.7,2,2,19488.44,已送达
TRS-01293,ORD-01558,福建上杭,杭州,公路,1070.0,3,3,39557.24,已送达
TRS-01294,ORD-01560,福建上杭,深圳,水运,1065.5,5,5,27737.80,已送达
TRS-01295,ORD-01561,贵州贞丰,重庆,公路,443.2,2,2,24003.43,已送达
TRS-01296,ORD-01562,福建上杭,合肥,铁路,864.5,3,3,33087.95,已送达
TRS-01297,ORD-01563,福建上杭,佛山,水运,1030.7,5,6,28585.07,已送达
TRS-01298,ORD-01565,黑龙江多宝山,哈尔滨,公路,377.1,1,1,13694.46,已送达
TRS-01299,ORD-01566,新疆阿勒泰,石家庄,铁路,3066.9,7,8,101580.24,已送达
TRS-01300,ORD-01567,福建上杭,苏州,公路,1008.3,3,3,49885.76,已送达
TRS-01301,ORD-01568,贵州贞丰,昆明,公路,618.6,2,2,28750.36,已送达
TRS-01302,ORD-01569,福建上杭,汕头,水运,697.8,4,4,19690.85,已送达
TRS-01303,ORD-01570,福建上杭,无锡,公路,910.9,3,3,37913.66,已送达
TRS-01304,ORD-01571,福建上杭,上海,水运,735.1,5,5,23080.68,已送达
TRS-01305,ORD-01573,新疆阿勒泰,天津,铁路,4069.7,7,7,96504.42,已送达
TRS-01306,ORD-01574,贵州贞丰,贵阳,公路,300.1,1,1,13942.99,已送达
TRS-01307,ORD-01576,河南洛阳,银川,铁路,1338.7,4,5,47992.94,已送达
TRS-01308,ORD-01577,福建上杭,温州,公路,665.2,2,2,33787.33,运输中
TRS-01309,ORD-01578,福建上杭,东莞,水运,1107.0,5,5,25417.32,已送达
TRS-01310,ORD-01579,新疆阿勒泰,太原,铁路,2772.1,6,7,84973.48,已送达
TRS-01311,ORD-01580,福建上杭,苏州,公路,956.4,3,3,46143.86,已送达
TRS-01312,ORD-01581,黑龙江多宝山,大连,铁路,830.4,3,3,40648.10,已送达
TRS-01313,ORD-01582,贵州贞丰,南宁,铁路,893.2,3,4,36234.08,已送达
TRS-01314,ORD-01584,福建上杭,珠海,水运,1205.7,5,5,22904.78,已送达
TRS-01315,ORD-01585,河南洛阳,乌鲁木齐,铁路,3143.4,7,9,92563.77,延误
TRS-01316,ORD-01586,新疆阿勒泰,呼和浩特,铁路,2848.9,6,6,71751.73,已送达
TRS-01317,ORD-01587,福建上杭,上海,公路,901.5,3,3,45887.36,已送达
TRS-01318,ORD-01588,贵州贞丰,成都,公路,719.4,2,2,24657.47,已送达
TRS-01319,ORD-01590,福建上杭,厦门,公路,223.5,1,1,12937.55,已送达
TRS-01320,ORD-01591,福建上杭,杭州,水运,853.4,4,4,18321.32,已送达
TRS-01321,ORD-01592,新疆阿勒泰,北京,铁路,3923.4,7,7,103782.85,已送达
TRS-01322,ORD-01594,福建上杭,广州,水运,1331.1,5,5,26750.36,已送达
TRS-01323,ORD-01595,贵州贞丰,重庆,公路,499.8,2,2,25946.21,已送达
TRS-01324,ORD-01596,黑龙江多宝山,沈阳,铁路,888.2,3,3,31506.37,已送达
TRS-01325,ORD-01597,福建上杭,合肥,公路,981.7,3,3,46438.36,已送达
TRS-01326,ORD-01598,新疆阿勒泰,石家庄,铁路,3810.5,7,8,87842.34,已送达
TRS-01327,ORD-01599,福建上杭,深圳,水运,1081.3,5,5,25521.02,已送达
TRS-01328,ORD-01600,贵州贞丰,昆明,公路,523.2,2,2,26625.09,已送达
TRS-01329,ORD-01601,福建上杭,上海,公路,915.5,3,3,42299.60,已送达
TRS-01330,ORD-01602,福建上杭,广州,铁路,1374.4,4,4,33832.39,已送达
TRS-01331,ORD-01603,新疆阿勒泰,北京,铁路,3232.0,7,8,80765.67,已送达
TRS-01332,ORD-01604,贵州贞丰,成都,公路,732.0,2,2,32821.94,运输中
TRS-01333,ORD-01605,福建上杭,南京,水运,798.9,5,5,23284.69,已送达
TRS-01334,ORD-01606,新疆阿勒泰,兰州,铁路,2445.2,6,7,93323.38,已送达
TRS-01335,ORD-01608,福建上杭,杭州,公路,848.0,3,3,39970.27,已送达
TRS-01336,ORD-01609,黑龙江多宝山,沈阳,铁路,850.1,3,3,30959.36,已送达
TRS-01337,ORD-01610,河南洛阳,北京,公路,671.5,2,3,36253.81,已送达
TRS-01338,ORD-01612,贵州贞丰,重庆,公路,443.2,2,2,24738.87,已送达
TRS-01339,ORD-01613,福建上杭,上海,水运,977.7,5,6,19588.74,已送达
TRS-01340,ORD-01614,新疆阿勒泰,天津,铁路,3182.6,7,9,104709.08,延误
TRS-01341,ORD-01615,河南洛阳,西安,公路,582.2,2,2,21264.07,已送达
TRS-01342,ORD-01616,福建上杭,合肥,公路,792.4,3,3,34256.08,已送达
TRS-01343,ORD-01618,福建上杭,深圳,水运,1043.8,5,5,21264.03,已送达
TRS-01344,ORD-01619,贵州贞丰,昆明,公路,576.0,2,2,24008.19,已送达
TRS-01345,ORD-01621,福建上杭,苏州,公路,854.9,3,4,37805.11,已送达
TRS-01346,ORD-01622,福建上杭,佛山,铁路,1262.5,4,4,41384.66,已送达
TRS-01347,ORD-01623,新疆阿勒泰,银川,铁路,2066.4,5,6,71780.33,已送达
TRS-01348,ORD-01624,福建上杭,无锡,公路,898.6,3,3,36578.38,已送达
TRS-01349,ORD-01625,黑龙江多宝山,长春,铁路,628.2,2,2,22156.67,已送达
TRS-01350,ORD-01626,新疆阿勒泰,石家庄,铁路,3602.9,7,7,103489.88,已送达
TRS-01351,ORD-01628,福建上杭,东莞,水运,988.3,5,5,23410.39,已送达
TRS-01352,ORD-01629,贵州贞丰,武汉,铁路,1184.0,4,5,38350.03,已送达
TRS-01353,ORD-01630,河南洛阳,乌鲁木齐,铁路,2887.2,7,8,98726.06,已送达
TRS-01354,ORD-01631,黑龙江多宝山,哈尔滨,公路,376.6,1,1,14317.17,已送达
TRS-01355,ORD-01633,福建上杭,汕头,公路,592.2,2,2,25592.07,已送达
TRS-01356,ORD-01634,新疆阿勒泰,太原,铁路,3269.3,6,7,99346.30,已送达
TRS-01357,ORD-01635,贵州贞丰,贵阳,公路,252.1,1,1,12393.44,已送达
TRS-01358,ORD-01637,福建上杭,珠海,水运,1273.0,5,5,21530.99,已送达
TRS-01359,ORD-01638,河南洛阳,西宁,铁路,1221.3,4,5,50653.88,已送达
TRS-01360,ORD-01639,福建上杭,温州,公路,629.8,2,2,31052.29,已送达
TRS-01361,ORD-01640,黑龙江多宝山,大连,铁路,854.5,3,4,37014.01,已送达
TRS-01362,ORD-01641,新疆阿勒泰,呼和浩特,铁路,2450.8,6,6,68168.72,已送达
TRS-01363,ORD-01642,贵州贞丰,南宁,铁路,816.5,3,3,32307.87,已送达
TRS-01364,ORD-01643,福建上杭,宁波,水运,648.2,4,4,19843.28,已送达
TRS-01365,ORD-01645,河南洛阳,郑州,公路,156.8,1,1,7592.79,已送达
TRS-01366,ORD-01646,贵州贞丰,成都,公路,629.1,2,3,25021.53,已送达
TRS-01367,ORD-01648,黑龙江多宝山,长春,铁路,524.2,2,2,25798.22,已送达
TRS-01368,ORD-01649,新疆阿勒泰,兰州,铁路,3012.4,6,8,90287.25,延误
TRS-01369,ORD-01650,福建上杭,厦门,公路,245.4,1,1,13937.84,已送达
TRS-01370,ORD-01651,福建上杭,上海,水运,905.6,5,5,23403.03,已送达
TRS-01371,ORD-01652,新疆阿勒泰,北京,铁路,3367.8,7,7,87161.07,已送达
TRS-01372,ORD-01654,福建上杭,广州,水运,1333.9,5,6,25295.19,已送达
TRS-01373,ORD-01655,福建上杭,南京,公路,776.2,3,3,45387.64,已送达
TRS-01374,ORD-01656,黑龙江多宝山,沈阳,铁路,762.6,3,4,27404.86,已送达
TRS-01375,ORD-01657,河南洛阳,西安,铁路,447.9,2,2,25391.54,已送达
